"","GSM1647628","GSM1647629","GSM1647630","GSM1647631","GSM1647632","GSM1647633","GSM1647634","GSM1647635","GSM1647636","GSM1647637","GSM1647638","GSM1647639","GSM1647640","GSM1647641","GSM1647642","GSM1647643","GSM1647644","GSM1647645","GSM1647646","GSM1647647","GSM1647648","GSM1647649","GSM1647650","GSM1647651","GSM1647652","GSM1647653","GSM1647654","GSM1647655","GSM1647656","GSM1647657","GSM1647658","GSM1647659","GSM1647660","GSM1647661","GSM1647662","GSM1647663","GSM1647664","GSM1647665","GSM1647666","GSM1647667","GSM1647668","GSM1647669","GSM1647670","GSM1647671","GSM1647672","GSM1647673","GSM1647674","GSM1647675","GSM1647676","GSM1647677","GSM1647678","GSM1647679","GSM1647680","GSM1647681","GSM1647682","GSM1647683","GSM1647684","GSM1647685","GSM1647686","GSM1647687","GSM1647688","GSM1647689","GSM1647690","GSM1647691","GSM1647692","GSM1647693","GSM1647694","GSM1647695","GSM1647696","GSM1647697","GSM1647698","GSM1647699","GSM1647700","GSM1647701","GSM1647702","GSM1647703","GSM1647704","GSM1647705","GSM1647706","GSM1647707","GSM1647708","GSM1647709","GSM1647710","GSM1647711","GSM1647712","GSM1647713","GSM1647714","GSM1647715","GSM1647716","GSM1647717","GSM1647718","GSM1647719","GSM1647720","GSM1647721","GSM1647722","GSM1647723","GSM1647724","GSM1647725","GSM1647726","GSM1647727","GSM1647728","GSM1647729","GSM1647730","GSM1647731","GSM1647732","genes"
"KLF15",5.243250079,5.37175418,5.063387428,5.180583526,5.785305035,5.564855355,5.148549574,5.869617596,5.567418184,5.84720532,5.286462495,4.935046519,5.42437398,5.19787485,5.172307624,5.377588479,5.566616423,5.861326618,4.97399374,5.620487266,4.963753479,5.375214723,6.138083069,4.945597691,5.857229471,5.614634063,5.133745032,5.325142684,5.261910717,5.829978563,5.091247805,6.072250438,5.554343496,5.483125775,5.697580198,5.724444354,5.26911615,5.327010273,5.652702004,5.499113005,5.339140073,5.04517143,5.57457024,5.428411415,5.105271892,5.210614132,5.781498125,5.35190111,5.386353419,4.946593816,5.133992264,5.64270451,5.908623347,5.636525024,5.438649434,5.403469235,6.214149272,5.112602449,6.111174731,5.41200392,5.621679206,4.936884226,5.370070149,5.225701929,5.093362243,5.395531988,5.305791769,5.711289201,5.213821344,5.079191495,5.334113959,5.141716531,5.898875519,5.933908359,4.996267419,5.81488429,5.470738609,5.357501326,5.428429753,5.626177904,5.940679713,5.083134387,5.353579817,5.407723382,5.475683846,5.882791284,5.626942311,5.44074091,4.848428598,5.556985993,5.613108048,5.1082122,5.675657317,5.907106727,5.465438394,5.711348757,5.304540522,5.279414745,5.728343119,5.581086628,4.67981506,5.983105836,5.387061446,6.133430124,5.378002448,"KLF15"
"RPE65",5.161163608,5.676317861,5.97978191,5.700640757,5.076213843,6.113222226,5.611670267,6.282448957,5.903148621,5.221899114,5.676405613,6.251890438,5.031972252,4.896967674,5.800154052,5.460921685,5.215936748,4.987827072,6.255163703,5.351201762,5.015699752,5.161269869,4.971197204,5.151002795,4.952663308,4.803457049,5.360004218,4.951300746,5.277273231,5.35145157,5.314782194,5.82116971,5.19947655,5.50329907,6.105634264,5.285977917,5.624576299,5.797362447,5.4955885,5.072611716,5.426272272,5.564806343,5.032570779,5.425067969,5.127695995,4.935205983,4.999949442,5.334133243,5.364155844,5.988625839,5.47186275,5.533035321,5.586443624,5.309254871,5.509727532,5.756226621,5.686075506,5.559869163,5.668934429,5.457712162,5.469935421,5.640124973,5.79889295,5.836066738,5.961796759,5.844612741,6.017873598,4.904294599,5.363976399,4.884722101,5.038883931,5.252425727,5.104962197,5.884116852,5.022003874,5.415392676,5.633064518,4.927688945,5.030999513,5.181089641,5.748485946,5.694968771,5.486971852,6.420568205,5.454449724,5.65796985,5.429649378,5.698909732,5.183627193,5.090279508,6.250697864,5.239133738,5.645612915,5.410230469,5.184353877,5.147102239,5.269216034,5.137288812,5.217206582,5.402213147,6.005142247,5.314373346,4.923217332,4.919127801,5.60427775,"RPE65"
"PITPNA",5.21638257,5.528236891,5.828903189,5.199087968,5.52599559,5.191689373,5.269932056,5.572093945,5.200747849,5.374215387,5.18009067,5.444524792,5.361308303,5.350833531,5.555597084,5.304847591,5.227902907,5.098246095,5.381409911,5.377720334,5.288376716,5.423582578,5.190628429,5.670836682,5.369432149,5.590156987,5.260434763,5.231103584,5.279889895,5.249702434,5.332317815,5.379724974,5.45880077,5.55745958,5.79352363,5.343548231,5.47874583,5.350499807,5.225955084,5.437886619,5.57763528,5.470859121,5.296519466,5.254571419,5.198747107,5.279685872,5.411349035,5.662322484,5.407863728,5.360418548,5.541201083,5.208732335,5.216568995,5.263702689,5.310752614,5.18650832,5.36524963,5.242853763,5.470174723,5.232848821,5.279351843,5.210149943,5.319742762,5.306719486,5.300024444,5.398897034,5.343033693,5.341511853,5.482157881,5.284937964,5.343659074,5.362300492,5.398748429,5.27525233,5.773228624,5.471081909,5.300642532,5.541979259,5.155287754,5.237924128,5.130623846,5.389036832,5.24591662,5.51524533,5.256401176,5.207129301,5.659439562,5.399794135,5.362903877,5.230946012,5.197393165,5.631993214,5.651999832,5.4327645,5.434011943,5.257137758,5.388746336,5.275302863,5.306083464,5.624963861,5.395697571,5.613726617,5.523353241,5.073979899,5.445694633,"PITPNA"
"GNA11",5.050891147,5.55695269,5.385053825,5.491158753,5.488119419,5.245606847,5.612871423,5.397678237,5.231447067,5.240527652,5.668465387,5.227470563,5.332528293,5.586149644,5.310448282,5.063063239,5.22799195,5.083633623,5.270852044,5.487311062,5.358257642,5.511945404,5.500564861,5.357431588,5.113046307,5.411395509,5.254482555,5.166423791,5.382278267,5.553042957,5.671462546,5.532948976,5.725858462,5.258025803,5.484724537,5.223024837,5.510615904,5.295475987,5.443172189,5.391850613,5.325930951,5.577510051,5.381902505,5.330461615,5.186826264,5.348638397,5.34399376,5.280932678,5.373224201,5.579321259,5.490878324,5.084430985,5.24416835,5.505144404,5.170365299,5.094921181,5.096286699,5.441830569,5.706101841,5.358812473,5.301490078,5.507083137,5.249577102,5.232766058,5.405623416,5.454012201,5.317374772,5.648672256,5.275811872,5.286281499,5.421641125,5.470790632,5.432569605,5.179440694,5.610150299,5.420396945,5.28135432,5.15321993,5.423989028,5.305314405,5.254822213,5.30668114,5.364858075,5.532531041,5.260785806,5.538865601,5.385366456,5.389278133,5.410072229,5.442310318,5.332200738,5.416389435,5.31224284,5.484558895,5.166587344,5.418041155,5.226524453,5.625828589,5.223758769,5.572578924,5.424103373,5.329591863,5.326893646,5.200844723,5.288948323,"GNA11"
"PLD1",5.293156411,5.315914113,5.632185115,5.262294724,5.645965541,5.310033675,5.426817136,5.542296705,5.425608457,5.047740234,5.286971858,5.308703565,5.112884811,5.216455265,5.228183282,5.032747881,5.257755218,5.538242341,5.182152574,5.149155381,5.125904871,5.544007543,5.022566396,5.374775364,5.123721952,5.156697688,5.30686492,4.787711014,5.479447908,5.419406901,5.784786658,5.360769066,5.311222457,5.360661,5.388042638,5.305657162,5.403901689,5.434018393,5.466660997,5.325771431,5.541048731,5.535863973,5.367541499,5.252167277,5.14854552,5.371772215,5.390237355,5.962279426,5.546007575,5.49549262,5.428916577,5.169526174,5.111066242,5.113328994,5.174924751,5.280012427,5.40332109,5.504341833,5.435537639,5.399266659,5.207467181,5.296337638,5.354912799,5.202990616,5.445516143,5.533850665,5.555092909,5.376093288,5.503244561,5.348761034,5.353888012,5.208111517,5.111307792,5.166884607,5.430622868,4.995356066,5.250594867,5.588232989,5.380282896,5.104291639,5.453288817,5.477926057,5.308762193,5.529314416,5.302291215,5.527302937,5.327970911,5.463632295,5.440559476,5.135492291,5.586519603,5.208800952,5.512694578,5.016710263,5.361983408,5.477143687,5.272677047,5.504041253,5.086889939,5.147959566,5.466746269,5.647334327,5.325599362,5.152631539,5.723429663,"PLD1"
"PEX6",5.302440641,5.402014384,5.312687764,5.431594728,5.34258418,5.438450501,5.384147996,5.142364266,5.151922009,5.092770247,5.540402824,5.538491901,5.477253151,5.397434929,5.202697907,5.188400943,5.225815588,5.643315055,5.4993268,5.202968974,5.148975338,5.612314586,5.300552485,5.65246276,5.311753911,5.390161791,5.428431825,5.382072546,5.442521595,5.084462245,5.20199442,5.153213256,5.23426514,5.585562552,5.283343755,5.283044506,5.124341494,5.073399127,5.054238543,5.243272599,5.484746586,5.593576028,5.638637927,5.0482639,5.531822588,5.431854202,5.141194876,5.285702704,5.171684215,5.558898105,5.552297958,5.277266223,5.308455978,5.57495054,5.489841619,5.307682564,5.088184411,5.586021673,5.290765809,5.27376712,5.24552342,5.639172738,5.36335179,5.451828675,5.170441553,5.038739839,5.574835619,5.887883155,5.221714118,5.08252189,5.511869174,5.437594421,5.084816017,5.191503968,5.306758435,5.316969679,5.274011837,5.794265677,5.279735517,5.364776052,5.406237001,5.411214797,5.121663768,5.183272315,5.268688361,5.212157021,5.461122105,5.330366415,4.939023836,5.723435585,5.394677657,4.901832683,5.389002014,5.021320545,5.348744205,5.160911515,5.469159621,5.070441103,5.410289123,4.948884382,5.698743021,5.267515021,5.062687389,5.245903677,5.333370953,"PEX6"
"XCR1",5.50598057,5.1528177,5.419913524,5.498974206,5.535008778,5.266331511,5.441014327,5.356852979,5.302517296,5.613309263,5.156475964,5.260237696,5.112133366,5.317188153,5.477714162,5.351272767,4.919808064,5.064843371,5.429477144,4.975148259,5.229408291,5.084545099,5.208533925,5.560408887,4.945399181,5.180806091,5.349101176,5.444050856,5.320554273,5.096686062,5.259283137,5.083143892,5.052807235,5.022699109,5.215650466,5.546736159,6.036801812,5.208226188,5.280609055,5.312364033,5.844606653,6.113108593,5.214729352,5.379288831,5.545201942,5.261028307,5.04047484,5.113265182,5.312196153,5.52790225,5.617540467,5.220238479,5.407012479,5.350857497,5.462976074,5.454061149,4.916572287,5.641096282,5.156110929,5.429805436,5.290351172,5.343746951,5.318292319,5.654883501,5.1283905,5.520967428,4.651089624,5.144578219,5.330774129,5.317434221,5.313421942,5.390095938,5.533006636,4.741888431,5.252084579,4.996849474,5.726174903,5.426754258,5.330932952,5.290654105,4.979912267,4.736846957,5.751178188,5.185427503,5.180248875,5.298684722,5.775756841,5.472323531,5.380647205,5.323664086,5.661008752,5.574946917,5.349210274,4.882697292,5.400784139,5.494023022,5.339739158,5.960106684,5.165638355,5.018793134,5.131150822,5.344944921,5.314343833,5.227116248,5.549045768,"XCR1"
"GEMIN6",5.390560257,5.348700524,5.623248519,5.086812173,4.953270698,5.218379304,5.50170203,4.954516776,5.462498759,5.309585581,5.301517458,5.296148921,5.472448766,5.365966467,5.42367521,5.355449019,5.562180922,5.437707564,5.303216399,5.535259873,5.326420892,5.123223641,5.04604628,5.477362185,5.288991868,5.389872714,5.277778494,5.13850294,5.292904382,5.064644966,5.156812366,5.275962233,5.28459119,4.992977436,4.980034128,5.345191456,5.387896581,5.538799855,5.164440051,5.275083703,5.542857136,5.335161468,5.040330994,5.148905206,5.539728321,5.34906563,5.437518319,5.087906178,5.547174988,5.655595824,5.169622176,4.869703245,5.350470257,5.116297609,5.434648713,5.581273788,5.151982765,5.439825662,5.160037168,5.838546953,5.482930419,5.858545808,5.13307858,5.385952337,5.349318361,5.303653367,5.56487983,5.069607872,5.438871839,5.044177087,5.456536587,5.454186919,5.202102936,5.43272767,5.519302913,5.307519232,5.560045256,5.193240667,5.195036626,5.169916246,5.133497714,5.664186573,5.048743436,5.281490702,5.203076921,5.44584219,5.269187173,5.292443378,5.359405378,4.965760317,5.050425865,5.112277389,5.323174679,5.21261981,5.388176081,5.360050693,5.452888997,5.716397009,5.376059112,5.408203326,5.202777567,5.246687885,5.349148858,5.292094116,5.586953688,"GEMIN6"
"PLA2G2F",5.211123917,5.34903875,5.539540354,5.601788292,5.112372592,5.249329055,5.319805104,5.169958855,5.359291637,5.239912713,5.324556389,5.179567273,5.433764097,5.418845919,5.432493807,5.058781236,5.273068332,5.201776791,5.26185697,5.113242559,5.126370168,5.280337707,5.016654849,5.306042449,5.097070579,5.242879408,5.279243615,5.029530705,5.325376229,5.133804989,5.196643378,5.142918017,5.526994773,5.109062911,5.296351212,5.187383295,5.477857585,5.384142843,5.280759599,5.034719325,5.646931814,5.66754285,5.133382288,5.265142309,5.164525409,5.281856382,5.266032081,5.363428331,5.386090558,5.57410281,5.437460805,5.096588162,5.180657442,5.182841476,5.286143383,5.24438595,5.075077906,5.448670216,5.272520061,5.388564521,5.20443657,5.586256087,5.304267295,5.742504994,5.397449809,5.210623321,5.372260977,5.314517506,4.96665935,5.300047117,5.20547147,5.165953386,5.243798242,5.145288949,5.19034894,5.220110006,5.47488965,5.210775775,4.996451193,5.318947813,5.186385929,5.379246952,5.190459137,5.037090872,5.119636633,5.158189959,5.131172152,5.327451514,5.518770507,5.095685936,5.060824742,5.305687748,5.365326415,4.985501925,5.132264656,5.134747338,5.437744989,4.962375086,5.108696719,5.124972175,5.010022482,5.24276906,5.327298505,5.380431237,5.292708701,"PLA2G2F"
"GTDC1",5.065687554,5.518524888,5.618849839,5.180993477,5.432990028,5.236386348,5.257182382,5.283235226,5.153543885,5.086109609,4.983016984,5.307438183,5.20183355,5.439112051,5.353741128,5.098550321,5.094975483,4.935451516,4.961268728,5.058288961,5.035030332,5.325618527,5.115394415,5.237083197,5.162727331,5.28894899,5.010994269,5.205530142,5.55331975,5.11038707,5.190430981,5.260627836,5.431559805,5.198219394,5.469391527,5.391363064,5.672756131,5.210618595,5.133205291,5.379765096,5.115465469,5.562382403,5.243288296,5.200937619,5.329649664,5.18084333,4.866310241,5.46647907,5.358880271,5.377818379,5.360379923,5.015023045,5.264212749,5.166928446,5.168733971,5.196436614,4.894663089,5.253600682,5.486575958,5.374247856,5.521228933,5.345488936,5.205125785,5.631116932,5.466209961,5.115005983,5.577414917,5.032037092,5.188407833,5.163425898,5.138027535,5.035507196,5.357137101,5.362642527,5.186565105,4.865320356,5.394110441,5.254916805,5.384268489,5.018272599,5.2194725,5.000622791,5.192402263,5.257623398,5.374863801,5.215141064,5.163406634,5.221986521,5.667560583,5.05613105,5.298972599,5.109963133,5.26610867,4.814299102,5.401203334,5.114572547,5.217617133,5.392775271,5.101663247,5.113577243,5.402527304,5.499467715,5.608546072,4.966190194,5.332769568,"GTDC1"
"MSTO1",5.069090502,5.379994015,5.384951864,5.44183441,5.184103875,5.02165884,5.199294409,4.988323942,5.058408437,5.080227707,5.146559055,4.764129883,5.714772783,5.265866346,5.381456714,5.373231331,5.4857451,5.150730625,5.176740872,4.727464953,5.068499697,4.822952188,5.06157536,5.332968141,4.796860563,4.908108861,4.885698439,5.343208722,5.238083316,5.014882106,5.963335958,5.00501603,5.16510745,5.026546998,5.063813702,4.936314209,5.035242292,4.939136447,5.106717425,5.163182104,5.448123646,5.580874503,5.289476785,5.065840941,5.555497419,4.577472174,5.096722459,4.940125981,5.28538172,5.391766367,5.339328737,5.178924731,5.177765398,5.44577581,5.048232217,5.227784653,5.2773985,5.458174268,5.03756281,5.722310129,5.267319825,5.418036408,5.153691375,5.099107462,5.185343619,4.936344008,5.559266786,5.703150857,5.124940409,5.816308874,5.82404084,5.497437236,5.348114164,4.84467153,5.360937256,5.253589132,5.324703441,5.11586064,6.013100967,5.110990479,5.053495847,5.235654122,4.909289027,4.57789979,4.931764554,5.30661812,5.386929775,5.225488185,5.219810403,5.697634039,5.82101486,5.349627212,5.02431022,5.375425986,5.508858279,5.514909035,5.578983962,5.042681652,5.48376969,4.881111755,4.998840443,5.140863381,5.526714697,5.823723574,5.544163795,"MSTO1"
"RIOK2",5.404815663,5.402798047,5.490041758,5.006896093,5.500384085,5.144556725,4.973934902,5.401474013,5.37637302,5.503915792,5.294910507,5.172791587,5.39870267,5.198147305,5.279258427,5.035225761,4.922460095,5.151297221,5.404716021,5.100962141,5.208825452,5.507847168,4.927172527,5.535735421,5.200648622,5.005731459,5.724755008,5.219300778,5.064573565,5.200770714,4.798434644,5.231487803,5.189899153,5.200714311,5.472730256,5.389348422,5.268616896,5.251884824,5.006599374,5.004945885,5.199428331,5.538659816,5.14601516,5.334701617,5.272378227,4.905924527,5.006747693,5.353954452,5.298819574,5.719249957,5.255417102,4.729520759,5.087166275,5.148205425,5.242735533,5.344919089,4.843515,5.191384386,5.161008093,5.451621123,4.9904219,5.931209557,5.49480758,5.76603905,5.59748583,5.728058111,5.390600226,5.129736053,4.959888273,4.667737815,5.047203554,5.207089881,5.06887985,4.910163728,5.151342219,5.257343513,4.965477717,5.417266153,5.844369419,5.311612295,5.039298883,5.778677821,5.560358521,5.434007255,5.471827143,4.915221872,5.21139271,5.112366564,5.727911069,4.874410571,4.911878905,5.236554445,5.395941294,4.742143743,4.919632859,5.405713266,5.147808457,5.144809254,5.308791302,5.127161971,5.350765638,4.903767189,5.295553446,4.842790377,5.391509272,"RIOK2"
"GALNT8",5.242014105,5.371561574,5.25310097,5.19512736,5.158220227,5.165398193,5.236577822,4.987961624,5.518335713,5.122582918,5.163793636,5.238741643,5.43823107,5.04955977,5.210632095,5.211884759,5.3855281,4.96221868,5.436573163,5.351606968,5.201784205,4.977816542,4.89261832,5.289575056,4.788203602,5.035655267,5.121768884,5.017562148,5.299227061,5.128709357,5.107110818,4.796374846,5.177891979,4.773443212,5.141560266,5.264560519,5.098253434,4.974662942,4.84560204,4.900602106,5.418446278,5.38121355,5.258982925,5.085763567,5.317721799,5.040771571,5.206231121,5.267883379,5.222817519,5.50636276,5.218256712,5.563962904,5.130120238,5.213014364,4.956094772,4.898990961,4.7449329,5.004668321,5.121079905,5.055188769,5.144151859,5.198341648,5.246681637,4.892479358,5.029177077,5.27809055,4.900722862,5.126451459,5.348003965,5.562323669,4.971283333,5.027604686,4.955443917,4.802563101,5.222530246,5.214872111,5.010234461,5.049770789,5.039591585,5.731763937,5.317739775,5.793400649,5.155227985,5.17986468,5.542394753,5.038252938,5.058191301,5.03232953,4.946083122,5.293836241,5.165753232,5.340078285,5.096104752,4.826946265,5.173882352,5.450352278,5.431387998,4.925515881,5.710580293,5.121748443,5.401493774,4.886261775,5.440116428,5.112430643,5.393933421,"GALNT8"
"DNAJB12",5.322750032,5.331097922,5.188461253,5.11317213,4.946596306,5.048511635,5.524874072,4.897440613,5.145486976,5.299673173,4.872958829,5.076789414,5.474724508,5.276156977,5.426321545,5.05118757,5.511224751,5.093498583,5.290786842,5.196370386,4.953616164,5.211905871,4.789460796,5.122225026,4.741312113,5.087247388,5.194988123,5.038747419,5.269092298,5.186558589,5.267207077,5.071966375,5.0603418,5.11291306,4.991331033,5.480947572,4.943500615,4.97866482,4.958501285,5.096394523,5.530513539,5.41317161,5.216540781,5.233467719,5.299516889,5.228508465,5.170785194,4.921751943,5.261780608,5.305947,5.414659543,5.187243909,5.21721409,5.27143711,5.051270088,5.289327711,4.578288148,5.556173438,4.995687594,4.966467563,5.13588926,5.368477871,5.204217837,5.450538477,5.450153988,5.145749466,4.967034842,5.159494147,5.325846277,4.917421256,5.048989226,4.701280422,5.054929367,5.181187696,5.59572462,4.858144321,4.79050354,5.166432414,5.035413462,4.948996869,5.063623808,5.547372855,5.267589171,5.02156346,4.998658274,5.420703173,5.260103676,5.25213465,4.941950883,4.983777563,5.009698392,4.8110435,4.998553806,5.313745872,5.229489047,4.939917428,5.020254632,5.205350502,5.314306142,4.934370373,5.056164939,5.087995183,5.111811931,5.087065095,5.055532886,"DNAJB12"
"NPVF",4.974789543,4.618420096,5.763695403,5.333937869,5.02070106,5.021573378,4.549937047,4.792351773,4.770838047,5.549516369,5.547470888,5.176381388,5.139966238,5.097620506,5.053862587,5.348116394,5.384715981,4.750432418,4.895131801,4.686352839,5.140385007,5.268850418,5.054618441,5.178341313,4.960272959,5.154349129,5.001121615,4.687877434,4.942054311,5.625747206,4.488551527,5.455523954,4.495491016,5.297007853,4.876603214,4.996701511,4.911501507,5.276443698,5.117786633,4.728653412,4.808577289,4.75118215,4.761051394,4.821074041,4.878864998,5.165057998,5.466625081,5.07397641,5.841097338,4.977569792,4.708146439,4.995577302,5.236870057,4.718000272,5.374941168,5.011996325,5.614023586,5.013353799,4.872750555,4.844537677,6.291181447,4.831809144,5.169202496,5.495636015,4.789059638,5.092220576,4.958889241,5.067708355,4.784698539,4.852281143,4.752324216,4.853585591,5.300527321,5.608276187,5.004058377,4.889576774,4.884131369,4.642996839,4.832134831,5.566474281,5.397656322,5.207944644,5.336634429,5.295866891,5.049434629,5.405163634,5.188657427,5.16840744,4.683223851,4.697541733,5.450287782,5.497726238,5.270834478,5.422766238,4.876589531,5.308077742,4.652277634,4.431466562,4.957855404,5.365559967,4.808431881,5.023306311,5.526794561,4.787829976,4.994773907,"NPVF"
"NIPAL2",4.973205605,5.344847838,5.416118018,5.064733335,5.035677844,4.929415573,5.332515915,4.720540592,4.974088745,4.8569625,4.808600254,4.957974026,5.324988427,5.162235661,5.132297031,5.216516068,4.727574985,5.268120244,4.954036458,4.714370199,5.0996189,4.681511346,4.776676923,5.217483884,4.892221404,4.835316909,4.80395832,5.160815825,5.204249917,4.845134555,5.184447672,5.083564718,5.291825069,4.940587819,4.862669491,5.10124138,5.477042661,4.888486517,4.796798718,4.815148814,5.118782355,5.142985333,4.862810088,4.704951231,4.888176317,4.944632145,5.03068106,4.511887773,5.231006503,5.225134161,5.088204491,4.980825906,5.145534218,5.181821891,4.978240058,4.774372708,4.873658058,5.235215098,5.090328685,5.514796131,5.113307728,5.445510023,5.526261467,5.030213152,4.829696964,5.06293767,4.645717503,5.268088791,5.250200495,4.5912975,5.128032139,4.947089914,4.909209889,4.773347028,4.828246873,4.995308252,5.73851591,5.052106155,5.083009436,4.714280049,4.917437401,4.930663868,4.789524593,4.903974289,5.529849533,5.180696364,5.162803536,4.794129737,4.763884495,5.258607714,5.108708852,4.891326527,4.989079605,4.988886127,5.115366643,4.998871389,5.441833587,5.216778501,4.727962325,5.443792338,5.213204962,4.68059652,5.145817987,4.925399751,5.033929165,"NIPAL2"
