gene_symbol,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16
TBL1XR1,9.314268275,9.098200563,9.302081385,8.968384562,8.892135982,9.256668673,8.819872517,8.455158691,9.118909935,8.650789685,8.614915929,8.671696738,8.392969923,9.306127783,9.272818711,9.12786023
AAGAB,2.255836064,3.362441834,3.031164022,3.504696656,3.293240983,2.854103396,4.333881659,3.121565842,2.737933318,3.387183296,3.807190033,4.590098958,4.026561066,3.845379649,3.390199917,2.801564292
VPS37B,9.881825189,9.928666412,9.930718121,9.715375186,9.755879014,8.895681303,9.441379729,9.37088353,9.659248493,9.021163215,9.588221787,9.859384142,8.977983924,9.92850209,9.969084279,9.774357151
ANKRD55,8.611216652,8.961235517,8.828615716,8.701171284,9.075273227,8.014773712,8.260505596,8.192460503,8.30989921,8.668495014,8.778228292,8.728437554,9.209467987,8.861530505,8.891364501,9.128486739
SUV39H2,1.212700063,0.343726175,0.127725715,3.297514262,-0.706766081,2.639713753,1.78616558,3.175899797,0.717271726,3.362680281,3.771600391,3.614262245,0.948705495,4.857637692,3.180299062,1.293223323
THAP9,0.882032587,-0.268905409,1.042483251,0.793313278,1.957825472,2.85734806,2.192118398,0.480409901,0.668691005,-0.105557047,-0.718765861,3.094649898,-0.988215279,0.846930521,0.110256324,-0.23974839
WDR59,6.016547576,3.991771249,7.138425406,7.250004637,7.319401167,6.703695976,6.05729863,6.655566499,6.77549835,5.52742696,6.522799635,5.626357362,5.66542404,7.264067216,6.151176914,5.026543361
LIN28A,4.604836366,3.991335899,6.290299062,2.510782204,5.660920063,9.301624226,6.024233232,4.560721068,5.151107894,4.223955353,5.172443511,4.885974515,5.511996113,5.13944903,4.615657589,5.31892055
PALB2,6.653432684,7.191838972,6.394730201,7.27383289,6.132190208,8.127493997,4.7503278,6.685211331,6.581425067,7.252816789,7.445478421,6.090957142,6.979888155,6.911691582,7.365403843,6.931801228
SH3D21,5.207701573,6.122821784,5.687178295,6.435121828,6.230003138,6.529588285,5.876042928,5.645197273,4.432318067,5.725842022,4.620498439,5.640551522,5.119028255,6.494169166,5.174042823,6.612060509
NSUN7,2.846575553,4.461449979,5.257587732,3.678173341,1.806484921,3.9800253,3.715410195,5.151668079,3.147941605,0.052471542,3.298961777,3.031497536,0.42725216,4.037759979,3.902478828,3.753433388
NARS2,7.672029254,7.657461372,7.627665198,7.567309664,7.288090893,9.191959846,7.735528947,6.734980523,6.875276309,7.371253913,7.451598526,6.903315499,7.556996449,7.842476063,7.823647471,7.517000043
E2F8,1.135377261,3.581797124,5.28303648,4.545986897,4.328771852,6.874858429,4.017619088,4.170125362,4.189413431,4.200017765,4.090463918,5.182529429,4.476115938,5.114204588,5.09293892,5.95127772
KCTD17,4.622742976,6.537575632,6.103648699,4.288041046,6.259718787,3.136657332,5.871496236,5.227691024,4.483951175,5.708192755,5.551439113,4.311742867,6.038908018,5.278118599,5.831195751,6.039039666
TBC1D17,8.686728119,8.948691363,9.075420317,8.483045866,8.565433432,8.104043058,8.596864347,8.587848759,8.595332086,7.653819583,8.584985043,8.323829396,7.355826777,8.492666387,7.823437303,8.112757464
TEFM,7.384265711,7.184270375,7.022445495,7.362320842,7.649363971,7.595220178,6.921924224,7.417894698,7.390375348,7.359213665,7.592823271,7.730300298,6.939790755,7.677014857,7.747279972,7.744995249
BBS10,6.361608714,6.11813543,6.60527949,6.948449001,6.423262169,6.824411462,6.155603531,6.140158998,6.250258619,6.464960631,6.391465294,6.417415422,6.024315246,7.045792419,6.56752111,6.427101611
TTLL7,2.223410193,2.4979623,5.441563155,4.835201536,2.919475478,4.574943137,2.757001905,2.24168157,1.975582499,1.545370416,5.141706622,5.066549918,4.516431249,2.94504767,2.26196401,1.50870246
ZBBX,-0.485171781,4.377304248,-0.369355963,4.303444689,1.681408784,2.82319296,2.08361165,0.907175259,1.02137312,1.468077568,3.519328026,-0.306512596,0.161371766,0.674017651,1.352052256,2.613651872
CCDC7,4.614003045,4.189326447,5.695270058,5.32474941,5.448392219,5.236197926,4.667631032,5.042241587,3.978561749,4.649724663,4.254367281,3.203689804,6.217079458,4.965932009,5.012157438,2.981554953
CXorf36,1.772911787,2.232138837,3.477767979,2.402160049,2.496636189,2.861040243,3.070796317,2.062729616,2.872113636,1.551466799,2.85083142,2.134723659,2.946251753,1.972971977,1.966740532,2.615060759
ZNF419,8.023637935,8.363504022,8.366536417,8.307524155,7.955893968,8.272611124,7.977136792,7.702082622,7.761291923,7.942737343,8.321553847,7.894071976,8.38999264,8.189053598,8.209438744,8.156523025
CLIP4,6.345036153,5.992775227,6.592223795,6.414548253,6.49304363,6.068412856,6.277054876,6.516160166,6.97898496,5.965253275,6.175492665,6.780152591,6.667622517,6.743851529,6.793050509,6.036709921
ADGB,4.693196995,3.422636683,3.677124826,3.284259448,2.184137446,1.386777844,4.1164313,-0.979990723,0.087001105,1.036032029,4.570414355,3.420644085,0.350938475,1.327342456,3.896436553,4.604439069
LMAN1L,3.215551249,3.704108373,5.633814793,3.180337258,3.635707964,3.585130805,5.066614494,3.334110568,3.381726359,5.266100629,3.465726378,4.436967998,6.674559517,5.083243158,3.649546484,4.400339819
MAFK,3.390103593,6.023474934,4.64184078,5.550269655,5.337286498,6.307470421,5.421936895,4.774507716,5.166333835,5.176494322,5.616022394,3.870640901,4.261500727,6.572632021,4.399820502,4.009589035
ZNF385D,4.66037533,4.625247107,5.310776354,4.846819227,5.679865705,2.571358872,4.261305141,5.453132326,2.865772361,4.707066422,3.475175697,6.176231005,6.135844701,5.623146973,5.140521009,5.698921315
ZFAND1,7.709056234,7.36339889,7.114658533,7.187352073,7.796214864,7.730809755,7.196006977,6.801727756,6.662675496,7.022578653,7.212948638,7.094299419,7.634919929,7.393133002,7.595772172,7.068111852
SNIP1,7.717834049,7.873425656,8.203514411,7.837577477,8.269154738,8.039456471,8.084207804,7.778340011,7.771964787,8.210125817,7.893331871,7.616203291,8.143459748,7.94880523,7.744201469,7.983860072
ZNF750,-0.934303621,4.073211843,1.612989362,-0.025210806,2.771010825,5.014578465,1.213869824,1.3674158,0.020626651,0.929631952,0.528091174,3.160411994,-1.252143452,-0.740916771,0.525577811,1.467665539
DHRS12,9.633284071,9.397704577,9.619898987,9.785656801,9.265495501,9.790599378,11.1297016,10.73815139,9.79996152,9.221509789,9.174408915,9.453850888,8.846173601,9.117928755,9.343134626,8.89186267
ZNF668,5.442419387,6.093864368,6.736604875,5.800889549,7.367825331,6.299352739,6.511118519,5.990310494,6.403840323,6.468809739,6.314317678,6.714149335,5.869688837,6.522043191,6.233078924,6.037891732
FZD3,7.208731838,6.828745811,6.607380622,7.177010841,7.260806653,6.735765855,6.815998032,6.972876425,6.67345749,6.508192516,6.847783993,7.173477269,6.839946994,7.428762145,7.590848994,7.236196013
GEMIN7,3.776725161,3.451263872,5.771095894,4.576522138,3.969638629,4.066132255,5.965338712,5.115861423,5.331010068,4.65277902,6.169682528,3.025358414,5.237066521,5.270214954,3.545091122,3.840745199
C1orf115,6.614403607,6.877658373,7.348905161,6.4584263,6.539514012,7.33939575,3.406237325,6.236949846,5.064727678,5.908447865,5.857617788,6.302361095,6.605553595,5.430442515,6.72097611,6.014915389
ELMO3,6.673372683,6.802063937,6.537945196,6.761631011,6.541452888,7.151138344,6.092746572,6.251270311,6.145791562,6.455116761,6.362957251,6.540566691,7.01278095,6.505625797,6.802891126,6.543464951
TXNDC15,9.237750123,9.377876403,9.178124517,9.280534167,9.568254468,9.117237895,8.605768399,9.463830862,9.563960803,9.906480271,9.565330606,9.976521164,9.852243907,9.543497817,9.892172419,9.846805127
MCTP1,9.25491995,9.281097775,8.870549669,9.165690896,9.949518884,8.889014109,9.467045072,10.01108745,10.19542142,9.803782408,9.732289553,9.847499016,9.403876955,9.578593466,9.75364966,9.655530723
GRTP1,3.642077694,4.358086758,2.980891754,3.600733606,2.529898388,4.86246627,1.440255923,2.855351901,1.066550779,3.431328775,3.80431175,2.691699418,1.124903775,1.963107855,1.097206246,4.138216498
ZFHX4,5.808794323,4.063105974,5.61410025,5.351709591,5.350394699,5.028418864,5.625396164,4.980870739,5.448745708,2.156212142,4.652606953,5.419248975,2.65608444,5.961183415,4.967380753,5.171138759
ACBD4,7.483799658,7.5951008,7.515699838,7.189192006,7.010544889,7.284652933,6.903110596,6.895920579,7.2498909,6.923909795,7.636965317,7.237601957,7.284236494,6.747575378,7.146268269,7.139551352
MICALL2,7.309067021,6.998940132,6.402868812,7.309767365,7.279684861,7.43514517,7.374726524,7.03113049,6.644505257,6.655752522,7.211372433,7.344473459,6.688306267,6.711646327,6.487518506,6.783207802
MTERF1,5.915281866,5.350507855,3.475097857,5.412364912,5.743291448,6.268789933,5.670919628,5.357829961,5.286071622,5.042626829,6.367671596,6.008941738,5.802449156,4.156534148,5.049530577,5.911207407
CCDC82,1.377290365,2.933259139,2.520500196,2.573279992,1.526789979,4.505490831,5.921269695,1.695432656,4.489767697,0.850015267,2.968158967,2.991257885,1.860819812,3.85488334,2.075625043,2.004810572
IQCA1,2.325651211,3.743062507,4.996872276,3.116471225,0.750254899,3.297688862,5.962387069,4.103405318,4.325400807,1.266978388,1.985216235,3.819085675,1.9007567,2.851281308,3.091224216,2.414717366
LRRC31,0.608023824,4.317036288,1.215324479,3.190229247,1.742036401,3.191200984,4.053511064,3.821169358,1.532790714,0.827371923,1.137529754,1.478966629,0.786119566,3.297853173,-0.674615888,2.981324786
SUGCT,2.645867635,1.296005072,4.46862893,2.469229583,3.701404891,3.299756047,3.674426753,4.822510923,1.402241926,3.051918447,3.790657368,3.57174961,1.361015941,1.251919011,2.504767832,4.240863823
MYH14,2.177729672,1.82840005,4.505662316,4.447189048,1.43850578,5.040660143,3.61708686,2.589969572,4.279968947,2.12387143,2.075532631,2.671580977,0.986542001,5.524966332,3.099813606,3.691813297
RERGL,1.514425289,1.034673529,0.466433965,0.905289278,1.269655586,3.38122799,1.77996986,0.986600248,1.675508846,1.56566541,1.330455142,1.960900874,-0.019087048,1.848000914,0.08983709,2.187926067
ZNF665,7.591163264,7.298988162,7.662604294,7.234616278,7.326339597,6.865683789,7.562944518,7.38869756,7.15499021,6.057666877,6.156216592,7.071462363,6.50235129,7.788985806,7.643697485,6.814486336
CLMN,7.363784338,7.768409315,6.969737618,7.416459769,7.716270739,6.150364705,6.630849547,6.897397758,6.900287199,6.87768291,7.153815467,7.77530739,7.188845961,7.271743136,7.618803933,7.010276329
SHFM1,7.994760729,7.131918679,7.453608115,7.855840239,7.731875634,9.786983446,7.232037117,6.802555138,7.492261802,6.585522939,7.676648232,7.623274297,7.314188956,7.192894428,7.231163568,7.148649441
FBXO31,6.384529934,7.119916378,7.216066783,6.931092055,6.854955628,5.973030315,6.755915724,5.664519817,6.563858253,6.101084837,6.651554035,6.450464015,6.407318757,6.927209067,5.976558396,6.510952428
GSDMD,8.843189314,8.893195335,8.54874486,8.790182304,9.275069922,8.835270394,10.05966893,10.08905317,9.353279177,9.845134038,9.60836942,8.65677879,9.047554747,9.262224071,9.566240549,9.310835417
ALG9,7.542761048,7.663764443,7.666010912,7.495583247,7.810957159,8.111996335,7.141054655,7.083362311,7.077093423,7.618847972,7.977508905,7.983221651,7.929536563,7.762269077,7.764466916,7.963300713
UGT2A3,-0.274421115,-1.101115259,2.483686816,2.22280147,4.058048022,4.879980166,-0.524253082,2.276058878,3.260087398,3.611644543,1.482559199,-1.72161076,1.971155411,2.693772402,4.278705915,1.319496549
TFPI2,1.122586585,1.511528762,2.139279568,1.927953326,1.52357701,7.007587972,0.018477506,1.665952094,0.429182086,1.280600049,2.166988535,3.028036883,0.03083043,3.74278234,0.3684443,4.014935468
CARF,3.915090609,5.704080699,4.979819578,4.695214369,5.004568806,5.373703886,4.934407989,4.077362649,5.628458664,4.3073338,5.1732154,5.409119344,4.735868729,5.097391679,6.024011549,5.64835902
SHCBP1,4.449924479,4.22041509,4.810067728,4.835661375,5.107143827,7.394042473,4.757140621,-0.131423851,5.354399265,4.935257002,4.947348224,5.191625815,4.965867382,5.935841587,5.998132305,6.875251732
HHIPL2,5.435898574,6.243372043,6.502830213,6.500978874,4.602237129,6.219683538,5.981044335,6.592582614,5.995848539,5.866732451,6.441583073,6.296769407,5.44127099,6.405212958,5.914004749,5.967542147
HPS6,8.252263314,8.531993501,8.35264378,8.110175293,8.629520553,8.273842212,8.097463317,8.040678771,8.290166335,8.486762634,8.019801975,8.488177561,7.849123572,8.504294637,7.631293485,8.690078313
HAND2-AS1,0.269152867,1.687607196,1.233569062,3.061658704,0.437014622,3.606276392,1.22652086,1.988350215,1.231592153,0.888858173,0.731956527,1.234930448,3.981341228,0.716692451,0.562816335,1.842057626
VASH2,3.098144967,1.669394198,3.179213245,0.143850515,3.431302028,5.983169196,2.711378165,1.760476457,4.498576395,0.766400104,3.444667067,2.750938737,4.021684036,0.375323076,1.712331647,2.380463489
GSTCD,5.085790043,4.952468696,5.858669842,6.250283256,6.02645262,6.182545319,5.851893928,5.333176823,5.593658534,4.65178075,6.045958377,5.571940693,5.453471486,6.142119314,6.509928567,6.506468654
PTCD2,6.486189837,6.954242848,6.569456154,5.63650862,6.719512035,6.492500561,5.973119886,4.858776745,6.228749439,6.189280975,5.524414776,6.522289628,5.618682087,6.492231353,7.186104333,6.648997439
SLTM,10.16760631,10.19736415,10.0590064,10.13505512,9.77781913,9.559921942,9.286717154,9.490552081,9.953662473,10.17655964,9.98722137,9.913876736,10.450139,10.20356824,10.21062264,10.10452013
MMRN2,5.443967943,5.558448266,5.107796653,4.41167029,5.572574423,4.65822291,5.936310498,4.614892378,5.067780674,4.736263913,3.474280278,5.629446968,5.013725762,4.79907176,4.994611402,5.176350701
EHMT1,3.631360428,5.927747153,6.282382348,5.909252277,5.04843238,5.595831834,5.235030048,5.558074731,2.135350992,3.385196321,5.580790693,5.796859878,3.66066626,3.546215385,0.916247324,5.229764788
AGMAT,5.456270623,5.716505343,5.033784181,4.771616236,4.681055647,4.524646706,6.018663103,5.638757362,5.157605637,3.445554565,5.841869994,4.88870429,5.133489548,4.050179515,5.270368219,5.444034225
NIPAL2,5.220596953,4.128920237,6.259370421,5.797858627,5.159342588,5.521499938,5.835267236,3.872464347,6.343557059,6.707400549,5.275565835,6.268965799,5.220252555,6.185559345,5.597069271,4.002207437
TLE6,1.584933647,4.339279937,4.608217853,3.895011726,3.4349084,4.716815347,5.371809744,4.471031344,3.721624207,2.086912815,4.004015918,4.732073787,5.489173609,4.942392516,5.262403089,4.499188953
MOB3B,6.19313106,6.556843219,7.093000212,7.122983254,6.407711341,6.882288445,7.508856453,6.646090636,6.773337048,6.928666412,6.999954915,6.53916967,6.403784096,6.470987434,7.043716331,6.826421372
ZNF552,8.132761897,7.719025962,8.161147003,7.892299944,7.530546795,7.302520122,7.40391529,7.713874491,7.753664701,7.561371965,7.453369417,7.769057619,8.205045444,7.76540877,7.830629287,7.387345307
WDR78,5.037786331,5.0528332,3.66894737,4.722629958,4.006172332,4.709070023,5.810078014,5.074132898,4.77068107,3.038789086,5.341046409,4.692042145,4.032726816,4.450703194,4.945190977,5.076845519
CATSPERB,1.455680987,5.603513595,4.818242153,2.026902726,5.606468879,5.05185495,5.937130138,5.027516803,2.054476905,2.907481018,4.729922505,4.989020898,4.729177501,1.460732081,4.88199736,2.547551007
ARHGAP28,0.943448788,3.494940364,1.670178647,0.181878566,2.766177451,3.281477193,4.366364183,4.945256537,-0.477944251,2.438311484,4.925885517,0.954456903,3.966698087,2.155839884,4.091539056,0.24508184
CAMKMT,5.772664276,6.582143487,6.415586295,5.798530123,6.641150043,6.086713718,4.500406915,5.08066619,6.089762954,5.726076438,5.172071417,5.959932403,7.243840421,5.333269867,5.575257866,6.525039961
EFCC1,1.357613934,2.795785646,2.978323782,2.089013329,2.48677872,1.975050497,1.450284852,1.737613219,2.402602129,1.094506339,1.751536561,2.561416569,1.371425041,2.042903439,1.481769084,1.879501893
METTL8,6.337771738,7.20583234,6.543209729,6.639473847,7.243412032,6.772835797,6.552001961,6.058201751,5.953458486,6.141855777,6.844322878,6.396375302,6.761830437,7.526741787,6.951564483,7.252409982
NAA40,8.473011628,8.570250397,7.578048072,7.911817393,8.001802243,8.139039668,7.007845824,5.98567347,7.455598471,7.943306011,8.285540933,7.968649515,8.844577101,8.402662495,8.750422271,8.142382803
ZMYM1,5.989527338,5.829923113,6.6467243,6.147304663,5.860277529,6.355055038,5.456924398,5.293539701,5.721605069,5.941648629,5.211970037,5.551771312,6.21152429,6.429617638,6.509775004,6.258688511
KDM8,6.098798509,6.601378589,6.653676299,6.770815834,5.628794005,5.512258496,6.629164248,5.291356752,5.256720088,4.827717423,6.302266037,6.524674911,6.084119556,6.532003635,6.542075379,6.397749921
QSER1,4.72816542,5.469540886,1.96429142,4.815257755,4.583109853,5.880132043,4.789729251,4.117794765,5.223113589,5.10853282,4.821638793,5.384536841,5.107173127,5.291754568,5.60375392,5.121794577
GEMIN6,5.805602014,4.125312207,4.075686647,6.245809374,6.789090172,7.804382745,3.831674601,5.39754287,6.589637665,5.933811022,6.445177114,5.195918421,7.494239583,5.691165628,6.069027571,7.018355987
PEAK1,5.96743609,3.548128324,4.293863365,2.795731628,3.335211682,5.458890507,4.669531394,4.935129682,4.117254521,4.690623819,4.342305836,3.500865775,3.560568232,3.714498311,3.225598852,5.598266934
TMC5,6.057129638,4.425828525,6.104393276,5.473540165,5.746670171,5.634604884,6.518549301,6.151923743,6.423971396,5.566541199,5.569302722,5.898135781,5.0531461,5.324940181,3.994335332,5.546487053
CCDC102B,0.371480802,-0.327031628,-0.346503341,1.405268108,-0.459591767,-0.844263718,1.236651804,1.739593233,3.12507576,0.397408699,2.624690489,0.101824856,1.611266825,1.413631991,0.998043823,2.931221623
ARHGEF5,5.217339302,4.37549824,3.790000448,5.495538478,5.113833829,4.654469912,2.867184822,2.438489811,4.565913949,4.046822797,5.98325814,4.150860207,5.416576304,6.104561015,3.34912462,5.108850594
AGBL2,6.677085351,6.038883881,4.676916159,5.523812838,5.716664468,5.576679338,4.741952297,5.310365571,5.084719113,5.116019513,6.05439268,5.78549301,5.610717777,5.691081856,5.801262146,5.243908952
ZBTB3,5.936932337,6.371774902,5.405638448,5.789238881,5.82041386,5.520862219,5.986096876,4.771605673,5.758814832,6.154652063,5.884436744,6.328992599,6.759621917,4.980089297,6.252319144,6.414872932
FAM124B,2.998018541,4.130568504,5.658508562,4.709334754,1.93687723,3.258479729,2.277333156,3.735825415,4.701443706,4.691707233,5.584403348,4.656198877,6.141600365,2.789286882,4.880577784,3.244880972
RNF122,7.063955871,7.646897069,7.746144783,6.985910229,6.558895156,6.891176125,7.761923493,6.59516049,6.523873984,6.933702456,7.169804772,7.545775359,7.352352463,6.765335832,6.872951851,6.861905752
CFAP69,2.062639828,2.010060102,1.498286615,3.605766917,3.315669111,3.759773695,4.590254687,2.967214729,3.485259362,2.00690478,2.552143407,3.126098982,2.66045634,4.155036775,2.580854595,3.025967836
